MAPPED_TRAIT,MAPPED_TRAIT_URI,MAPPED_TRAIT_DESCRIPTION
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable carboxypeptidase X1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044275,Ontology not covered
level of probable carboxypeptidase X1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044275,Ontology not covered
level of probable carboxypeptidase X1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044275,Ontology not covered
level of probable carboxypeptidase X1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044275,Ontology not covered
level of probable carboxypeptidase X1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044275,Ontology not covered
level of probable carboxypeptidase X1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044275,Ontology not covered
level of probable carboxypeptidase X1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044275,Ontology not covered
level of probable carboxypeptidase X1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044275,Ontology not covered
level of probable carboxypeptidase X1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044275,Ontology not covered
level of probable carboxypeptidase X1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044275,Ontology not covered
level of probable carboxypeptidase X1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044275,Ontology not covered
level of probable carboxypeptidase X1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044275,Ontology not covered
level of probable carboxypeptidase X1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044275,Ontology not covered
level of probable carboxypeptidase X1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044275,Ontology not covered
level of probable carboxypeptidase X1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044275,Ontology not covered
level of probable carboxypeptidase X1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044275,Ontology not covered
level of probable carboxypeptidase X1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044275,Ontology not covered
level of probable carboxypeptidase X1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044275,Ontology not covered
level of probable carboxypeptidase X1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044275,Ontology not covered
level of probable carboxypeptidase X1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044275,Ontology not covered
level of probable carboxypeptidase X1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044275,Ontology not covered
level of probable carboxypeptidase X1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044275,Ontology not covered
level of probable carboxypeptidase X1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044275,Ontology not covered
level of probable carboxypeptidase X1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044275,Ontology not covered
level of probable carboxypeptidase X1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044275,Ontology not covered
level of probable carboxypeptidase X1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044275,Ontology not covered
level of probable carboxypeptidase X1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044275,Ontology not covered
level of probable carboxypeptidase X1 in blood serum,http://purl.obolibrary.org/obo/OBA_2044275,Ontology not covered
level of beta-crystallin B1 in blood serum,http://purl.obolibrary.org/obo/OBA_2041155,Ontology not covered
level of beta-crystallin B1 in blood serum,http://purl.obolibrary.org/obo/OBA_2041155,Ontology not covered
level of beta-crystallin B1 in blood serum,http://purl.obolibrary.org/obo/OBA_2041155,Ontology not covered
level of beta-crystallin B1 in blood serum,http://purl.obolibrary.org/obo/OBA_2041155,Ontology not covered
level of beta-crystallin B1 in blood serum,http://purl.obolibrary.org/obo/OBA_2041155,Ontology not covered
level of beta-crystallin B1 in blood serum,http://purl.obolibrary.org/obo/OBA_2041155,Ontology not covered
level of beta-crystallin B1 in blood serum,http://purl.obolibrary.org/obo/OBA_2041155,Ontology not covered
level of C-type lectin domain family 12 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041043,Ontology not covered
level of C-type lectin domain family 12 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041043,Ontology not covered
level of C-type lectin domain family 12 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041043,Ontology not covered
level of C-type lectin domain family 12 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041043,Ontology not covered
level of C-type lectin domain family 12 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041043,Ontology not covered
level of C-type lectin domain family 12 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041043,Ontology not covered
level of C-type lectin domain family 10 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040297,Ontology not covered
level of C-type lectin domain family 10 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040297,Ontology not covered
level of C-type lectin domain family 10 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040297,Ontology not covered
level of C-type lectin domain family 10 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040297,Ontology not covered
level of C-type lectin domain family 10 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040297,Ontology not covered
level of C-type lectin domain family 10 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040297,Ontology not covered
level of C-type lectin domain family 10 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040297,Ontology not covered
level of C-type lectin domain family 10 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040297,Ontology not covered
level of C-type lectin domain family 10 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040297,Ontology not covered
level of C-type lectin domain family 5 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2044944,Ontology not covered
level of C-type lectin domain family 5 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2044944,Ontology not covered
level of C-type lectin domain family 5 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2044944,Ontology not covered
level of C-type lectin domain family 5 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2044944,Ontology not covered
level of C-type lectin domain family 5 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2044944,Ontology not covered
level of C-type lectin domain family 5 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2044944,Ontology not covered
level of C-type lectin domain family 5 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2044944,Ontology not covered
level of C-type lectin domain family 5 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2044944,Ontology not covered
level of C-type lectin domain family 5 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2044944,Ontology not covered
level of C-type lectin domain family 5 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2044944,Ontology not covered
level of C-type lectin domain family 5 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2044944,Ontology not covered
level of C-type lectin domain family 5 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2044944,Ontology not covered
level of C-type lectin domain family 5 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2044944,Ontology not covered
level of C-type lectin domain family 6 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040329,Ontology not covered
level of C-type lectin domain family 6 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040329,Ontology not covered
level of C-type lectin domain family 6 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040329,Ontology not covered
level of C-type lectin domain family 6 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040329,Ontology not covered
level of C-type lectin domain family 6 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040329,Ontology not covered
level of C-type lectin domain family 6 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040329,Ontology not covered
level of C-type lectin domain family 6 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040329,Ontology not covered
level of C-type lectin domain family 6 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040329,Ontology not covered
level of C-type lectin domain family 6 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040329,Ontology not covered
level of C-type lectin domain family 6 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040329,Ontology not covered
level of C-type lectin domain family 6 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040329,Ontology not covered
level of C-type lectin domain family 6 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040329,Ontology not covered
level of C-type lectin domain family 6 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040329,Ontology not covered
level of C-type lectin domain family 6 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040329,Ontology not covered
level of C-type lectin domain family 6 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040329,Ontology not covered
level of C-type lectin domain family 6 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040329,Ontology not covered
level of C-type lectin domain family 6 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040329,Ontology not covered
level of C-type lectin domain family 6 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040329,Ontology not covered
level of C-type lectin domain family 7 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040330,Ontology not covered
level of C-type lectin domain family 7 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040330,Ontology not covered
level of C-type lectin domain family 7 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040330,Ontology not covered
level of C-type lectin domain family 7 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040330,Ontology not covered
level of C-type lectin domain family 7 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040330,Ontology not covered
level of C-type lectin domain family 7 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040330,Ontology not covered
level of C-type lectin domain family 7 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040330,Ontology not covered
level of C-type lectin domain family 7 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040330,Ontology not covered
level of C-type lectin domain family 7 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040330,Ontology not covered
level of C-type lectin domain family 7 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040330,Ontology not covered
level of C-type lectin domain family 7 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040330,Ontology not covered
level of C-type lectin domain family 7 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040330,Ontology not covered
level of C-type lectin domain family 7 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040330,Ontology not covered
level of C-type lectin domain family 7 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040330,Ontology not covered
level of C-type lectin domain family 7 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040330,Ontology not covered
level of C-type lectin domain family 7 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040330,Ontology not covered
level of C-type lectin domain family 7 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040330,Ontology not covered
level of C-type lectin domain family 7 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040330,Ontology not covered
level of C-type lectin domain family 7 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2040330,Ontology not covered
level of NEDD8 ultimate buster 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2042657,Ontology not covered
level of NEDD8 ultimate buster 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2042657,Ontology not covered
level of NEDD8 ultimate buster 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2042657,Ontology not covered
level of NEDD8 ultimate buster 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2042657,Ontology not covered
level of NEDD8 ultimate buster 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2042657,Ontology not covered
level of NEDD8 ultimate buster 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2042657,Ontology not covered
level of NEDD8 ultimate buster 1 in blood serum,http://purl.obolibrary.org/obo/OBA_2042657,Ontology not covered
level of cytosolic Fe-S cluster assembly factor NUBP1 in blood serum,http://purl.obolibrary.org/obo/OBA_2042658,Ontology not covered
level of cytosolic Fe-S cluster assembly factor NUBP1 in blood serum,http://purl.obolibrary.org/obo/OBA_2042658,Ontology not covered
level of cytosolic Fe-S cluster assembly factor NUBP1 in blood serum,http://purl.obolibrary.org/obo/OBA_2042658,Ontology not covered
level of cytosolic Fe-S cluster assembly factor NUBP1 in blood serum,http://purl.obolibrary.org/obo/OBA_2042658,Ontology not covered
level of cytosolic Fe-S cluster assembly factor NUBP1 in blood serum,http://purl.obolibrary.org/obo/OBA_2042658,Ontology not covered
level of cytosolic Fe-S cluster assembly factor NUBP1 in blood serum,http://purl.obolibrary.org/obo/OBA_2042658,Ontology not covered
level of cytosolic Fe-S cluster assembly factor NUBP1 in blood serum,http://purl.obolibrary.org/obo/OBA_2042658,Ontology not covered
level of cytosolic Fe-S cluster assembly factor NUBP1 in blood serum,http://purl.obolibrary.org/obo/OBA_2042658,Ontology not covered
level of nucleobindin-2 in blood serum,http://purl.obolibrary.org/obo/OBA_2042661,Ontology not covered
level of nucleobindin-2 in blood serum,http://purl.obolibrary.org/obo/OBA_2042661,Ontology not covered
level of nucleobindin-2 in blood serum,http://purl.obolibrary.org/obo/OBA_2042661,Ontology not covered
level of nucleobindin-2 in blood serum,http://purl.obolibrary.org/obo/OBA_2042661,Ontology not covered
level of nucleobindin-2 in blood serum,http://purl.obolibrary.org/obo/OBA_2042661,Ontology not covered
level of nucleobindin-2 in blood serum,http://purl.obolibrary.org/obo/OBA_2042661,Ontology not covered
level of nucleobindin-2 in blood serum,http://purl.obolibrary.org/obo/OBA_2042661,Ontology not covered
level of nucleobindin-2 in blood serum,http://purl.obolibrary.org/obo/OBA_2042661,Ontology not covered
level of diphosphoinositol polyphosphate phosphohydrolase 3-alpha in blood serum,http://purl.obolibrary.org/obo/OBA_2042663,Ontology not covered
level of diphosphoinositol polyphosphate phosphohydrolase 3-alpha in blood serum,http://purl.obolibrary.org/obo/OBA_2042663,Ontology not covered
level of U8 snoRNA-decapping enzyme in blood serum,http://purl.obolibrary.org/obo/OBA_2042667,Ontology not covered
level of U8 snoRNA-decapping enzyme in blood serum,http://purl.obolibrary.org/obo/OBA_2042667,Ontology not covered
level of U8 snoRNA-decapping enzyme in blood serum,http://purl.obolibrary.org/obo/OBA_2042667,Ontology not covered
level of U8 snoRNA-decapping enzyme in blood serum,http://purl.obolibrary.org/obo/OBA_2042667,Ontology not covered
level of U8 snoRNA-decapping enzyme in blood serum,http://purl.obolibrary.org/obo/OBA_2042667,Ontology not covered
level of U8 snoRNA-decapping enzyme in blood serum,http://purl.obolibrary.org/obo/OBA_2042667,Ontology not covered
level of U8 snoRNA-decapping enzyme in blood serum,http://purl.obolibrary.org/obo/OBA_2042667,Ontology not covered
level of U8 snoRNA-decapping enzyme in blood serum,http://purl.obolibrary.org/obo/OBA_2042667,Ontology not covered
level of U8 snoRNA-decapping enzyme in blood serum,http://purl.obolibrary.org/obo/OBA_2042667,Ontology not covered
level of U8 snoRNA-decapping enzyme in blood serum,http://purl.obolibrary.org/obo/OBA_2042667,Ontology not covered
level of U8 snoRNA-decapping enzyme in blood serum,http://purl.obolibrary.org/obo/OBA_2042667,Ontology not covered
level of ADP-sugar pyrophosphatase in blood serum,http://purl.obolibrary.org/obo/OBA_2042672,Ontology not covered
level of ADP-sugar pyrophosphatase in blood serum,http://purl.obolibrary.org/obo/OBA_2042672,Ontology not covered
level of ADP-sugar pyrophosphatase in blood serum,http://purl.obolibrary.org/obo/OBA_2042672,Ontology not covered
level of carboxypeptidase A1 in blood serum,http://purl.obolibrary.org/obo/OBA_2041112,Ontology not covered
level of carboxypeptidase A1 in blood serum,http://purl.obolibrary.org/obo/OBA_2041112,Ontology not covered
level of carboxypeptidase A1 in blood serum,http://purl.obolibrary.org/obo/OBA_2041112,Ontology not covered
level of carboxypeptidase A1 in blood serum,http://purl.obolibrary.org/obo/OBA_2041112,Ontology not covered
level of carboxypeptidase A1 in blood serum,http://purl.obolibrary.org/obo/OBA_2041112,Ontology not covered
level of carboxypeptidase A1 in blood serum,http://purl.obolibrary.org/obo/OBA_2041112,Ontology not covered
level of carboxypeptidase A1 in blood serum,http://purl.obolibrary.org/obo/OBA_2041112,Ontology not covered
level of carboxypeptidase A1 in blood serum,http://purl.obolibrary.org/obo/OBA_2041112,Ontology not covered
level of carboxypeptidase A1 in blood serum,http://purl.obolibrary.org/obo/OBA_2041112,Ontology not covered
level of carboxypeptidase A1 in blood serum,http://purl.obolibrary.org/obo/OBA_2041112,Ontology not covered
level of carboxypeptidase A1 in blood serum,http://purl.obolibrary.org/obo/OBA_2041112,Ontology not covered
level of carboxypeptidase A1 in blood serum,http://purl.obolibrary.org/obo/OBA_2041112,Ontology not covered
level of carboxypeptidase A1 in blood serum,http://purl.obolibrary.org/obo/OBA_2041112,Ontology not covered
level of carboxypeptidase A1 in blood serum,http://purl.obolibrary.org/obo/OBA_2041112,Ontology not covered
level of carboxypeptidase A1 in blood serum,http://purl.obolibrary.org/obo/OBA_2041112,Ontology not covered
level of carboxypeptidase A1 in blood serum,http://purl.obolibrary.org/obo/OBA_2041112,Ontology not covered
level of carboxypeptidase A1 in blood serum,http://purl.obolibrary.org/obo/OBA_2041112,Ontology not covered
level of carboxypeptidase A1 in blood serum,http://purl.obolibrary.org/obo/OBA_2041112,Ontology not covered
level of carboxypeptidase A1 in blood serum,http://purl.obolibrary.org/obo/OBA_2041112,Ontology not covered
level of carboxypeptidase A1 in blood serum,http://purl.obolibrary.org/obo/OBA_2041112,Ontology not covered
level of carboxypeptidase A1 in blood serum,http://purl.obolibrary.org/obo/OBA_2041112,Ontology not covered
level of carboxypeptidase A1 in blood serum,http://purl.obolibrary.org/obo/OBA_2041112,Ontology not covered
level of carboxypeptidase A1 in blood serum,http://purl.obolibrary.org/obo/OBA_2041112,Ontology not covered
level of carboxypeptidase A1 in blood serum,http://purl.obolibrary.org/obo/OBA_2041112,Ontology not covered
level of carboxypeptidase A1 in blood serum,http://purl.obolibrary.org/obo/OBA_2041112,Ontology not covered
"level of cytochrome c oxidase subunit 5B, mitochondrial in blood serum",http://purl.obolibrary.org/obo/OBA_2041108,Ontology not covered
"level of cytochrome c oxidase subunit 5B, mitochondrial in blood serum",http://purl.obolibrary.org/obo/OBA_2041108,Ontology not covered
"level of cytochrome c oxidase subunit 5B, mitochondrial in blood serum",http://purl.obolibrary.org/obo/OBA_2041108,Ontology not covered
"level of cytochrome c oxidase subunit 5B, mitochondrial in blood serum",http://purl.obolibrary.org/obo/OBA_2041108,Ontology not covered
"level of cytochrome c oxidase subunit 5B, mitochondrial in blood serum",http://purl.obolibrary.org/obo/OBA_2041108,Ontology not covered
"level of cytochrome c oxidase subunit 5B, mitochondrial in blood serum",http://purl.obolibrary.org/obo/OBA_2041108,Ontology not covered
"level of cytochrome c oxidase subunit 5B, mitochondrial in blood serum",http://purl.obolibrary.org/obo/OBA_2041108,Ontology not covered
"level of cytochrome c oxidase subunit 5B, mitochondrial in blood serum",http://purl.obolibrary.org/obo/OBA_2041108,Ontology not covered
level of carboxypeptidase A1 in blood serum,http://purl.obolibrary.org/obo/OBA_2041112,Ontology not covered
level of carboxypeptidase A1 in blood serum,http://purl.obolibrary.org/obo/OBA_2041112,Ontology not covered
level of carboxypeptidase A1 in blood serum,http://purl.obolibrary.org/obo/OBA_2041112,Ontology not covered
level of carboxypeptidase A1 in blood serum,http://purl.obolibrary.org/obo/OBA_2041112,Ontology not covered
level of carboxypeptidase A1 in blood serum,http://purl.obolibrary.org/obo/OBA_2041112,Ontology not covered
level of carboxypeptidase A1 in blood serum,http://purl.obolibrary.org/obo/OBA_2041112,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of probable serine carboxypeptidase CPVL in blood serum,http://purl.obolibrary.org/obo/OBA_2044639,Ontology not covered
level of corticotropin-releasing factor-binding protein in blood serum,http://purl.obolibrary.org/obo/OBA_2041140,Ontology not covered
level of corticotropin-releasing factor-binding protein in blood serum,http://purl.obolibrary.org/obo/OBA_2041140,Ontology not covered
level of corticotropin-releasing factor-binding protein in blood serum,http://purl.obolibrary.org/obo/OBA_2041140,Ontology not covered
level of corticotropin-releasing factor-binding protein in blood serum,http://purl.obolibrary.org/obo/OBA_2041140,Ontology not covered
level of corticotropin-releasing factor-binding protein in blood serum,http://purl.obolibrary.org/obo/OBA_2041140,Ontology not covered
level of corticotropin-releasing factor-binding protein in blood serum,http://purl.obolibrary.org/obo/OBA_2041140,Ontology not covered
level of cysteine-rich protein 2 in blood serum,http://purl.obolibrary.org/obo/OBA_2041142,Ontology not covered
level of cysteine-rich protein 2 in blood serum,http://purl.obolibrary.org/obo/OBA_2041142,Ontology not covered
level of cysteine-rich protein 2 in blood serum,http://purl.obolibrary.org/obo/OBA_2041142,Ontology not covered
level of cysteine-rich protein 2 in blood serum,http://purl.obolibrary.org/obo/OBA_2041142,Ontology not covered
level of cysteine-rich protein 2 in blood serum,http://purl.obolibrary.org/obo/OBA_2041142,Ontology not covered
level of cysteine-rich protein 2 in blood serum,http://purl.obolibrary.org/obo/OBA_2041142,Ontology not covered
level of corticotropin-releasing factor-binding protein in blood serum,http://purl.obolibrary.org/obo/OBA_2041140,Ontology not covered
level of corticotropin-releasing factor-binding protein in blood serum,http://purl.obolibrary.org/obo/OBA_2041140,Ontology not covered
level of corticotropin-releasing factor-binding protein in blood serum,http://purl.obolibrary.org/obo/OBA_2041140,Ontology not covered
level of glycoprotein hormones alpha chain in blood serum,http://purl.obolibrary.org/obo/OBA_2040994,Ontology not covered
level of C-type lectin domain family 2 member L in blood serum,http://purl.obolibrary.org/obo/OBA_2044744,Ontology not covered
level of C-type lectin domain family 2 member L in blood serum,http://purl.obolibrary.org/obo/OBA_2044744,Ontology not covered
level of C-type lectin domain family 4 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041046,Ontology not covered
level of C-type lectin domain family 4 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041046,Ontology not covered
level of C-type lectin domain family 4 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041046,Ontology not covered
level of C-type lectin domain family 4 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041046,Ontology not covered
level of C-type lectin domain family 4 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041046,Ontology not covered
level of C-type lectin domain family 4 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041046,Ontology not covered
